Headline,Body_ID,Stance
Vogue's new digs are reportedly swarming with rats,2031,2
"Nigeria, Boko Haram reach ceasefire deal, kidnapped girls to go free, official says",1806,3
Tropical spider burrowed under Bali tourist's skin,1888,3
Schoolboy who got electric shock from lamppost claims he now has magnetic powers,1372,3
Mohammed Islam Denies Making $72 Million From Stock Market Trading,2367,3
#ISIS beheads photojournalist James Wright Foley in a massage to US to end its intervention in #Iraq.,2526,3
Nigeria Claims Boko Haram Will Release the Kidnapped Schoolgirls,569,3
"After Giving A Homeless Man $100, This Guy Secretly Filmed Him...",1020,0
Search launched for dog's owner after pooch found dumped next to suitcase filled with belongings,382,3
"Spider burrowed into appendix scar, crawled through WA man's body",724,3
Al Qaida hostage killed in raid,1165,3
High school student scores $72M playing the stock market,405,3
Samsung is reportedly making a secret new chip in the Apple Watch,830,3
Bug in iOS 8's 'Reset All Settings' Option Also Erases iCloud Drive Documents,2330,3
"No, That Wasn’t Paul Rudd Tackling an Airport Homophobe",560,0
Seven girls fall pregnant after five day school trip in Bosnia and Herzegovina,121,3
"North Korean leader Kim Jong-un not missing, just having ankle surgery",1972,2
Someone Trolled Twitter Into Thinking Macklemore Joined ISIS,190,3
Tourist wakes to find strange red trail on his stomach - and discovers a spider has burrowed through his appendix scar and crawled UNDER his skin while on holiday in Bali,381,3
'Hairgate': iPhone hit by new social media storm,740,3
Bali Awry,1888,3
ISIS Blasts 'Scorpion Bombs' At Civilian Areas In Iraq; Mosul Residents Living In Fear,1252,3
Air travelers wary of Ebola fears seen with surgical masks ... and a HAZMAT suit,2489,3
"Google to buy big chunk of Pacific Shores, iconic Redwood City office park",218,3
Dog abandoned at Ayr station with belongings in suitcase,269,3
Mexican cartel leader kills self; bodies in grave not missing students,1213,3
Isis claims US hostage Kayla Mueller killed in coalition airstrike,1337,2
Christian Bale quits Steve Jobs movie,932,3
Iraqi Official Dismisses ‘Unfounded’ Reports That ISIS Fighters Have Ebola,2463,3
Microsoft Hires Dalek-style Robocops to Guard Silicon Valley HQ,1721,3
This Man Paid Off His Parents' Mortgage for Christmas (Video),648,3
Tropical spider burrowed under man's skin through appendix scar and lived there for THREE DAYS,2293,2
There has been a shooting at the War Memorial on Parliament Hill. Unconfirmed reports say a soldier was shot.,964,3
"Rare Case: Seven Bosnian Girls, Aged 13 And 14, Fall Pregnant After Five-Day School Trip; Parents Outraged After School Cites 'Parental Neglect'",2070,3
Video Messaging App Says Audio Recording Of Michael Brown's Shooting Is Authentic,2434,2
Amazon's Newest Tablet Will Come With Free News From The Washington Post,906,3
'Spiderman' squished: Experts debunk claims,730,3
Christian Bale in Talks to Play Steve Jobs in Danny Boyle's Biopic,630,3
Doubts cast over Nicaragua meteorite claim,269,3
An Indian Civil Servant Just Got Sacked After Not Turning Up For Work For 25 Years,1213,3
Russian TV actor wakes up to find his testicles stolen,1883,3
"Six months after abducting Nigerian schoolgirls, Boko Haram reportedly wants to free them",1361,3
Whiz kid stock picker: I didn't actually make $72M trading,2009,3
Jihadi John ‘identified as British man from West London’,921,2
"'American bombing had signed my death certificate': Missing US journalist James Wright Foley goes unflinching to his death as ISIS behead him in horrific video, as a warning to Obama",1206,0
North Korean dictator Kim Jong-Un to open restaurant in Scotland,2141,3
Pentagon: 1 weapons bundle seized by militants,2223,3
CNN Plays Alleged Audiotape of Michael Brown ShootingMilitarization Of Police,490,3
Soldier shot near Canadian parliament building,0,3
New Audio Shows Michael Brown Was Shot at 11 Times,2404,3
Israeli Canadian fighting ISIS posts on Facebook: I'm safe and secure,2415,3
An audio recording of the Michael Brown shooting has reportedly surfaced,321,3
Christian Bale Pulls Out of Upcoming Steve Jobs Biopic,571,3
Has Ebola infected Isis militants in Mosul?,1175,2
North Korea directive reveals apparent ban on sharing Kim Jong-un’s name,125,3
#ISIS beheads photojournalist James Wright Foley in a massage to US to end its intervention in #Iraq.,632,2
Obama Denounces James Foley's Execution: 'Today The Entire World Is Appalled',984,3
Boko Haram Denies Nigeria Cease-Fire Claim,402,3
Officials shoot down congressman's claims ISIS terrorists are running across US-Mexico border,2093,2
Fears Islamic State could launch EBOLA attack on Britain after fighters 'contract virus',1013,3
11 aircraft are missing from ‘terrorist-held’ Tripoli airport ahead of 9/11 anniversary,653,0
"Islamic State Training Pilots in Military Jets, Monitors Say",2408,2
"'Nasa Confirms Six Days of Darkness in December': No, they really don't - it's a hoax",787,3
From bendgate to hairgate: Now iPhone 6 users complain the device is ripping out their hair,1769,2
Expert casts doubt on Bunbury man Dylan Thomas’s burrowing stomach-spider story,1579,2
Penis Spray-Painted on a $2.5 Million Car Was Just for a Prank Video,1781,3
Video shows ISIL beheading of photojournalist James Foley,928,2
Al-Shabaab Terror Group Leader Killed in U.S. Airstrike,60,3
Seven girls fall pregnant after five day school trip in Bosnia and Herzegovina,1438,3
"Nigeria's missing girls 'to be released by Boko Haram', government aide claims",2045,3
Kim Jong-un: obese leader 'fractured both ankles',1170,3
Marijuana May Soon Spark Just a Ticket in New York,2389,2
Man chops off his own penis after girlfriend told him he was no good in bed,1905,3
Guantanamo detainee freed in Bowe Bergdahl swap 'back to terrorism',503,3
Brian Williams Demands Apology From Social Media Over Erroneous Urination Reports (Video),633,3
"A message from Jim's mom, Diane Foley:",2047,2
The rats eat Prada at Vogue NY office,2520,2
"No, A Spider Did Not Burrow Under A Man's Skin And Live There For Days",2175,3
Christian Bale Is Steve Jobs,1217,2
Parliament Hill shooting: Sergeant-At-Arms Kevin Vickers the family hero who took down Ottawa gunman,1948,3
White House fence-jumper made it far deeper into building than previously known,263,3
The Apple Watch Will Debut by Late March [Report],447,3
"North Korea ordered citizens named Kim Jong Un to change their names, says new report",734,3
Video Purports To Show Beheading Of U.S. Journalist By Militants,782,2
Urgent: The Leader of ISIL 'Abu Bakr al-Baghdadi' Killed! / Photo,518,3
BREAKING: British-born hostage 'KILLED in failed rescue attempt',2042,3
"New York schoolboy who made $72MILLION trading stocks on his lunch breaks - and now takes his friends out to dine on $400 caviar, drives a BMW and has definitely made his immigrant parents proud",1781,2
A Spider Lived Inside This Tourist’s Body For 3 Days After Burrowing Into His Skin Through A Scar,724,3
Spider Burrows Into Australian Man's Appendix Scar (VIDEO),2042,1
Alleged audio of Michael Brown shooting has surfaced,2235,2
"Gill Rosenberg, Canadian citizen, reportedly captured by ISIS in Syria",1224,3
Isis claims it has US airdrop of weapons,1485,2
U.S. Hostage Luke Somers Killed During Yemen Rescue Bid: Family,1358,3
Nun who had no idea she was pregnant gives birth after going to hospital with stomach pains,2388,3
Married TV actor wakes up to find his testicles have been stolen after kissing young woman in sauna,2403,3
NET Extra: Back-from-the-dead Catholic priest claims God is a female,2328,3
Al-Shabaab Terror Group Leader Killed in U.S. Airstrike,1869,3
Jihadi John UNMASKED: Islamic State killer NAMED as west Londoner Mohammed Emwazi,961,3
Soldier shot near Canadian parliament building,2127,3
IS militant 'Jihadi John' named as Mohammed Emwazi from London,81,3
Return of the Mac: Seth Rogen in talks to star as Apple co-founder Steve Wozniak in upcoming Steve Jobs biopic,1058,3
Microsoft Tried Out Robot Security Guards on Its Silicon Valley Campus,2295,3
Star Wars VII for a New SUMMER Release Date!?,1006,3
IRAQI HEALTH OFFICIAL: EBOLA HAS KILLED 5 ISIS FIGHTERS,568,3
'Spiderman' squished: Experts debunk claims,1375,3
Led Zeppelin’s Robert Plant ripped up a $924 million reunion contract,2252,3
HBO Reportedly in Talks with Apple for Launch of New Unbundled Streaming Service,477,3
Man who skipped work for 24 years is finally fired,1162,0
Pants on Fire: Duncan Hunter makes unconfirmed claim Border Patrol caught at least 10 ISIS fighters,564,3
Nigerians doubtful of girls' release after Boko Haram 'truce' breached,1195,2
Shots Heard In Alleged Brown Shooting Recording [AUDIO],2248,3
Video Messaging App Says Audio Recording Of Michael Brown's Shooting Is Authentic,1786,3
Nigeria announces truce with Boko Haram; fate of schoolgirls unclear,2356,2
Obama administration DENIES congressman's claim that 'at least ten ISIS fighters have been caught coming across the Mexican border in Texas',190,3
"Don't forget to tip...especially if you spend $300,000",1176,3
James Foley Killer ‘Jihadi John’ Believed to Be Former London Rapper Abdel-Majed Abdel Bary,1314,2
400 men cut their testicles off believing it would help them meet God,1909,2
Report: A Radically Redesigned 12-Inch MacBook Air Is Coming,737,3
Christian Bale in Talks to Star in Sony's Steve Jobs Film,687,3
Sugarhill Gang rapper Big Bank Hank dies at age 57,2118,3
Islamic State May Have Fighter Jets Now After Seizing Russian-Made MiGs,2342,3
"Accused Boston Marathon Bomber Severely Injured In Prison, May Never Walk Or Talk Again",651,3
"James Foley: American Journalist, James Wright Foley Beheaded in New ISIS Video [Breaking News]",2296,3
Meteorite strike in Nicaragua puzzles experts,1722,2
'Jihadi John': Isis fighter named as Mohammed Emwazi from west London,1646,3
"North Korean leader Kim Jong Un had ankle surgery, report says",2022,2
NBC weatherman caught urinating in the woods live on air,1506,3
"""Categorically False"": DHS Debunks Right-Wing Fiction That ISIS Attempted To Cross The U.S.- Mexico Border",385,3
North Korean dictator Kim Jong-Un to open restaurant in Scotland,1483,3
Pentagon: 1 weapons bundle seized by militants,1597,0
'Hairgate': iPhone 6 users encounter latest Apple problem after 'bendgate',2088,2
New York City Plans to End Arrests for Possession of Small Amounts of Marijuana,1192,3
Jihadi John identity revealed as Mohammed Emwazi: live,2501,3
Kim Jong-un drinks rare snake wine to boost love life!,1605,3
Is Durex Planning To Release A Pumpkin Spice Condom?,1247,2
‘Evil straight from the pits of hell': American journalist James Foley reportedly beheaded by ISIS,1009,3
Obama denounces killing of journalist James Foley and pledges ‘justice’,2296,3
Media outlets identify 'Jihadi John',1933,3
Is this the world's oldest burger? Man claims to have kept McDonald's Quarter Pounder for 20 YEARS,1673,3
Country Music Legend Willie Nelson Dies at Age 81,858,3
"Boko Haram agrees to ceasefire, release of school girls",2191,2
"Omar Gonzalez, White House Fence-Jumper, Made it Farther Inside",1916,3
WATCH: Bird Launches Airstrike on Putin’s Shoulder (UPDATED),2431,3
Isis claims to behead US journalist,1295,3
Video Messaging App Says Audio Recording Of Michael Brown's Shooting Is Authentic,2020,3
Ebola Frisco 2014: Patient Shows Virus Symptoms After Apparent Thomas Eric Duncan Contact,1003,3
Apple’s next MacBook could be a 12-inch MacBook Air,2497,2
Photo gallery: Amazing £300 operation by North Walsham vet on constipated goldfish,1540,3
British-born rapper is main suspect in search for ISIS jihadist who beheaded James Foley,2295,3
Luke Somers: British-born photojournalist 'killed by al-Qaeda after failed rescue attempt in Yemen',2375,3
Judicial Watch's Farrell: ISIS Terrorists Did Cross Mexican Border,1483,3
Islamic State using 'SCORPION bombs' to terrorise victims,2367,3
North Korea reportedly bans anyone sharing Kim Jong Un's name,1975,3
NYC High School Student Nicknamed ‘Teen Wolf’ Made $72 Million On Stock Market,1820,3
New policy could reduce marijuana possession arrests,1528,3
UPDATE: BATMAN v SUPERMAN Batmobile Reportedly Stolen By (Shocker!) Detroit Locals,1175,3
North Korean leader Kim Jong-un to open restaurant in Scotland,1806,3
Insurgents killed in Nigeria despite alleged truce with Boko Haram,1019,3
US probing claims ISIS fighters seized airdropped weapons meant for Kurds,288,2
"Sadly, Pumpkin Spice Condoms Aren't A Thing After All",1060,2
Christian Bale Is Steve Jobs,932,3
Amazon Reportedly Planning An Ad-Supported Video Service That Will Be Cheaper Than Netflix,2296,3
Now the Vogue Rats Are Chewing Through Couture,821,0
"Suspected meteorite leaves crater in Managua, is linked to asteroid",2360,3
Boko Haram Denies Nigeria Cease-Fire Claim,2156,3
"ISIS Unleash ""Scorpion"" Bombs In Iraq",1338,3
AUSTRALIA: 600-POUND WOMAN GIVES BIRTH TO 40-POUND BABY,1996,3
Pentagon confirms al-Shabab leader killed in airstrike in Somalia,1835,2
Samsung is reportedly making a secret new chip in the Apple Watch,1854,3
7 Bosnian teens get pregnant on school trip,2508,0
‘Wild Misinformation’: Brian Williams Explains the Mike Seidel Liveshot,1478,3
"Boko Haram claims to have German hostage, denies ceasefire",1003,3
Cold Turkey,2397,2
Lego letter from the 1970s still offers a powerful message to parents 40 years later,547,0
Vladimir Putin Bird Poop Video is Fake,1331,3
IRAQI AND KURDISH MEDIA REPORTS: ISIS FIGHTERS HAVE CONTRACTED EBOLA,2177,3
Man discovers spider living under his skin during Bali vacation,1860,0
"Everybody Relax, Banksy Wasn’t Arrested And Exposed As A 35-Year-Old Man",1940,0
YPG Confirms: Gill Rosenberg Not Captured in Kobani,387,3
"No, That Wasn’t Paul Rudd Tackling an Airport Homophobe",1814,3
Al-Shabaab Terror Group Leader Killed in U.S. Airstrike,1746,3
Another American hostage at risk by Islamic state,1569,3
FBI Probing Alleged Audio of Michael Brown Shooting,1808,3
"Mass Graves Found In Mexico, Near Place Where 43 Students Went Missing",461,2
ISIS Video: America’s Air Dropped Weapons Now in Our Hands,2483,3
Michael Phelps’ ‘girlfriend’ reveals she was born a man – and never told the swimmer,235,3
A Predator Drone Has Reportedly Been Spotted Circling Above ISIS's Capital City,933,3
TBS speeds up Seinfeld 7.5% to gain an extra 2 minutes of commercial ad time.,1408,3
"Kim Jong Un hospitalized with two broken ankles, reportedly from wearing heels and being overweight",2385,3
Steve Jobs Biopic Eyes Seth Rogen to Play Apple Co-Founder Steve Wozniak,1269,3
"'American bombing had signed my death certificate': Missing US journalist James Wright Foley goes unflinching to his death as ISIS behead him in horrific video, as a warning to Obama",1982,3
Vogue’s Rat Infestation: Disturbing New Details,30,3
ISIS Beheads Kidnapped Photojournalist James Wright Foley in Horrific Video Message to the U.S.,1852,3
ISIS Releases YouTube Video Showing 10-Year-Old 'Martyr' Allegedly Killed in Battle,1261,3
Emotional sergeant-at-arms is greeted back to parliament with a rousing standing ovation a day after he heroically shot dead terrorist - the first time he used weapon in 30 year career,1982,3
Militant Group Says It Killed American Journalist in Syria,1905,3
CBS News Names Canadian Parliament Shooting Suspect,1970,2
J.J. Abrams Asks Disney To Move Up 'Star Wars: The Force Awakens' Release Date,1087,3
Government fires employee who skipped work for 24 years,2481,3
"Boko Haram agrees to ceasefire, release of school girls",1125,3
ISIS Reportedly Beheads American Photojournalist in Iraq,1574,3
[UPDATED] 11 Men and 0 Women on Tonight's ESPN Domestic Violence Panel,1530,3
Hope Fades for Girls' Release After Boko Haram 'Truce' Breached,381,3
Indian worker sacked after going on leave for 24 years,1837,3
"Canterbury Christ Church University student Jess Smith, from Chatham, starred as Teletubbies' sun",979,3
Pumpkin Spice condoms? Don't fall for this hoax.,2269,0
Catholic Priest Claims God Is Female After Clinically Dead Experience,1605,3
Weather Channel’s Mike Seidel was not caught with his pants down,54,3
"Boko Haram denies cease-fire, leader says he married off kidnapped girls",1125,3
Senior Western Intelligence Official Confirms London Rapper Abdel Majed Abdel Bary Is A Suspect In The Foley Killing,1598,2
"UK spies identify Foley’s killer, Abdel-Majed Abdel Bary a key suspect",1202,2
Spurned wife leaves cheating husband and twin naked in busy car park,879,3
Pentagon: Somali terror group leader killed in U.S. airstrike,1982,2
Kim Jong-Un 'bans the name Kim Jong-un',1873,3
"No, a bird didn't poop on Vladimir Putin",1004,3
"Catholic Priest Dead For 48 Minutes, Is Miraculously Revived – His Revelations About God Are Even More Shocking",1541,3
A Bunch Of Folks Are Passing Around This Hoax Video Of A Bird Pooping On Vladimir Putin,2463,3
Jordan king cites Clint Eastwood in revenge vow,1365,3
CNN Plays Alleged Audiotape of Michael Brown ShootingMilitarization Of Police,724,3
Iraqi media: ISIS militants have contracted Ebola,1904,2
'Jihadi John': Isis fighter named as Mohammed Emwazi from west London,2328,3
'The Force Awakens' Release Date: JJ Abrams Plan for an Early Release of 'Star Wars' Movie?,622,2
Christmas Is Cancelled: Pumpkin Spice Condoms Are a Goddamn Hoax,2055,0
Macaulay Culkin Dead?,1545,2
"Apple 12-Inch MacBook Air Details Emerge; Device Could Be Thinner, Lighter Than Current Model",1293,3
Research Medical Center denies reports that a patient has Ebola,781,3
"Apple Reportedly Preparing 12-inch MacBook Air, Thinner and Lighter than Existing Models",2509,3
PopWatch Teenager fights for the right to be recognized as Teletubbies' smiling sun-baby,979,3
New Rumour Suggests Apple Watch to Launch in February,2116,3
"Apple Watch to Feature Time-Only 'Power Reserve' Mode, Prototypes Disguised as Samsung Watches",487,2
Not coming to a store near you: The pumpkin spice condom,1480,3
SEE IT: California homeless man uses $100 gift to give food to others,1820,3
Man chops off his penis after his girlfriend breaks up with him,2496,0
WHO says reports of suspected Ebola cases in Iraq are untrue,1891,2
Accountant Claims Comcast Got Him Fired From His Job for Reporting a Customer Service Issue,22,3
Nigeria Claims Boko Haram Will Release the Kidnapped Schoolgirls,2191,2
"Sorry, Fido. Pope Francis did NOT say our pets are going to heaven",1950,3
'Jihadi John' identified: ISIS killer named as Mohammed Emwazi from West London,2268,3
If Only A Bird Really Did Poop on Putin,1957,0
Israel denies causing Gaza floods by opening dams,2055,3
Reports: Boko Haram may release schoolgirls as part of deal,1883,3
ISIS Claims to Have Intercepted Supplies From U.S. Airdrop,1076,2
Fence-jumper made it farther in White House than Secret Service let on,699,3
Anna Wintour 'refuses to work at new World Trade Center Vogue office due to rat infestation',663,3
"ISIS using bombs containing live SCORPIONS in effort to spread panic, in tactic used 2,000 years ago against Romans",1127,0
Holy Theft! Batmobile Stolen from 'Batman v Superman'???,2090,3
Iraqi media says ISIS militants have contracted Ebola,559,3
Apple Watch launch expected in late March,752,2
Kim Jong-un relying on ‘cobra wine’ after problems with trouser snake,1040,3
Parents' anger after seven Bosnian schoolgirls aged 13 and 14 fall pregnant on class trip,571,3
Lebanon detains wife and son of Al-Baghdadi,1787,3
WHO: Reports of Suspected Ebola Cases in Iraq Untrue,1948,3
ISIS Fighters Getting Caught Coming Across the U.S.-Mexican Border?,2296,3
New policy could reduce marijuana possession arrests,666,3
Meteorite leaves crater in Nicaraguan capital Managua,1594,1
ISIS Claims To Have Captured US Airdrop Weapons,305,3
HORROR: ISIS Fighters Have Reportedly Contracted Ebola,559,3
James Foley remembered as 'brave and tireless' journalist,1347,3
Seven teenage girls get pregnant on school trip,2022,3
Someone painted a graffiti dick on a $2.5 million car,1320,2
NASA: Viral news on days of darkness in December is hoax,2520,3
Durex is not confirming or denying rumors of a “pumpkin spice” condom,2252,2
Bunbury local discovered a spider had burrowed under his skin on Bali holiday,1709,3
Video: Marine saved by helmet after Taliban sniper attack,2360,0
Hunt for 'cruel' owner who abandoned dog at train station,347,3
Is Kim Jong-un Opening North Korean Restaurant in Scotland?,2290,3
#ISIS beheads photojournalist James Wright Foley in a massage to US to end its intervention in #Iraq.,36,3
Tropical spider burrowed under man's skin through appendix scar and lived there for THREE DAYS,181,3
Hope Fades for Girls' Release After Boko Haram 'Truce' Breached,1195,2
There has been a shooting at the War Memorial on Parliament Hill. Unconfirmed reports say a soldier was shot.,633,3
Media outlets identify 'Jihadi John',1437,3
"Meteorite makes big crater in Nicaragua, government says",373,3
Mexico prosecutor: Students not in 1st mass graves,1984,0
"ISIS Militants Have Contracted Ebola: Iraqi, Kurdish Media Reports",2177,3
Report: Former Baseball Star Jose Canseco Accidentally Shot At Home,171,3
Who Is Michael Zehaf-Bibeau? Ottawa Shooter Suspect Identified By Canadian Officials ,107,3
"Apple Watch Gold Edition may cost as much as $5,000",2141,3
Doctors confirmed the first case of death from ingesting GMOs,714,3
WATCH: Bird Launches Airstrike on Putin’s Shoulder (UPDATED),1843,3
Iraqi and Kurdish media reports cases of Ebola among Islamic State fighters in Mosul,1461,3
"Boko Haram Could Release Kidnapped Girls, Nigerian Officials Say",1430,2
ISIS Reportedly Beheads U.S. Journalist James Wright Foley on Camera,139,3
Kim Jong-Un's sister reportedly running N. Korea,305,3
Has Apple quietly fixed its iPhone 6 Plus ‘Bendgate’ problem?,387,3
Video shows ISIL beheading of photojournalist James Foley,704,3
Seven girls fall pregnant after five day school trip in Bosnia and Herzegovina,2304,2
"Audio captured at time of Michael Brown shooting, company says",303,3
Parents' anger after seven Bosnian schoolgirls aged 13 and 14 fall pregnant on class trip,313,3
CBI registers 'criminal conspiracy' case against Dera chief after claims 400 male followers were forcibly castrated,1631,3
Boko Haram denies truce to release kidnapped schoolgirls,381,3
Christian Bale in Talks to Star in Sony's Steve Jobs Film,571,3
Jihadi John UNMASKED: Islamic State killer NAMED as west Londoner Mohammed Emwazi,2184,3
Texas City plumber's truck ends up in Syrian war,2242,0
BREAKING NEWS: ISIS beheads missing American journalist James Wright Foley as warning to US to cease action in Iraq,1471,0
Video: Marine survives Taliban sniper headshot thanks to helmet,2091,3
Fears journalist James Wright Foley beheaded by Islamic State jihadists in ‘message’ to United States,2147,2
"Managua explosion not a meteorite, NASA suggests",1722,2
Wife and son of Islamic State leader Abu Bakr al-Baghdadi detained in Lebanon,667,3
"No, a spider (probably) didn't crawl through a man's body for several days",220,3
Islamic State claims to have beheaded American journalist,1040,3
"Yang Hu, worker in Zhejiang, cuts off own penis over desperation of finding love",2367,3
Daash Ebola transferred to Mosul {Google Translate],568,3
I aborted my baby because it was a boy,2161,3
Missing Libyan Jetliners Raise Fears of Suicide Airliner Attacks on 9/11,846,3
What One Homeless Man Does with $100 Will Astonish You (VIDEO),2061,0
Apple Watch Gold Edition rumored to be priced at $1200: Will you buy?,2254,3
Boko Haram Denies Nigeria Cease-Fire Claim,1906,3
"No, a spider (probably) didn't crawl through a man's body for several days",2293,2
Nigeria Claims Boko Haram Will Release the Kidnapped Schoolgirls,1125,3
'No hard evidence' of Isis claims it kidnapped Canadian-Israeli woman Gill Rosenberg,1476,3
Iraqi and Kurdish media reports cases of Ebola among Islamic State fighters in Mosul,93,3
Schoolboy who got electric shock from lamppost claims he now has magnetic powers,513,3
N. Korea’s Kim has leg injury but in control,1213,3
WAS NBC METEOROLOGIST MIKE SEIDEL PEEING IN THE SNOW ON CAMERA? A TESTY BRIAN WILLIAMS EXPLAINS,54,3
"Meteorite Strikes Nicaraguan Capital, Creates 16-Foot-Deep Crater",10,3
Spider Burrows Into Australian Man's Appendix Scar (VIDEO),503,3
CNN Expert on Brown Audio: At First I Thought ‘Someone’s Trying to Punk CNN’,195,3
ISIS fighters 'have contracted Ebola': World Health Organisation investigating reports militants showed up at Iraqi hospital with lethal disease,2403,3
"Jess Smith, 19, Claims She Was Teletubbies' Giggling Baby: What Did She Get Paid?",1605,3
Nicaragua meteorite: Experts attempt to understand whether mysterious meteorite fell from passing Pitbull asteroid,524,3
20-Year-Old Quarter Pounder Looks About the Same,1311,2
FBI Probing Alleged Audio of Michael Brown Shooting,2044,3
"Led Zeppelin Reunion: Robert Plant Rips Up $300 Million Contract, Refuses To Rejoin Legendary Band",2133,3
ISIL allegedly kills US journalist in video,2130,3
UPDATE: Internet report of Ebola outbreak in Purdon not true,1974,3
More than 200 kidnapped Nigerian girls to be released after deal reached with Boko Haram,1761,2
CNN plays chilling audio recording allegedly from Michael Brown shooting: “At least 11 shots”,1481,3
TBS speeds up Seinfeld 7.5% to gain an extra 2 minutes of commercial ad time.,1875,2
New policy could reduce marijuana possession arrests,630,3
The Apple Watch has a low-power mode that only tells the time,626,3
Guru who ordered 400 followers to be castrated 'so they could be closer to God' is investigated for grievous bodily harm in India,331,3
James Foley remembered as 'brave and tireless' journalist,1627,3
Obama: murder of James Foley 'shocks the conscience of the entire world',1223,3
North Korea Leader Kim Jong Un Is Still In Charge: Source,2471,3
‘Evil straight from the pits of hell': American journalist James Foley reportedly beheaded by ISIS,2147,2
Obama denounces killing of journalist James Foley and pledges ‘justice’,2130,3
Would-be rapist has penis severed by angry mob,1042,3
"Vice's Shane Smith drops $300,000 on Vegas dinner",505,3
"Rats at Vogue's NYC offices - watch your step, Anna Wintour",1252,3
Nicaragua Meteorite Impact Theory May Be Meteor-wrong,13,3
Islamic State releases video apparently showing the beheading of missing US journalist James Foley,456,2
Vogue's new digs are reportedly swarming with rats,1024,3
Matt Taibbi Disappears From Omidyar’s First Look Media,1761,3
Isis militants claim to have killed US journalist James Foley,2109,3
IRAQI HEALTH OFFICIAL: EBOLA HAS KILLED 5 ISIS FIGHTERS,819,2
"Gill Rosenberg, Canadian-Israeli Woman Feared Kidnapped By ISIS, Says She's Safe",11,3
"Man chops off own penis, throws it in a dustbin after poor show in bed",1249,3
Lebanon 'holding IS leader's daughter and ex-wife',651,3
DHS: GOP Rep.’s Claim ISIS Members Caught at U.S. Border ‘Categorically False’,220,3
Kim Jong-Un 'in hospital with two fractured ankles' after ballooning to around 20 stone and going on numerous 'meet the people' walkabout PR stunts,2141,3
"Amazon to launch first brick-and-mortar store, report says",2116,2
‘Wild Misinformation’: Brian Williams Explains the Mike Seidel Liveshot,1046,0
Lynch mob chop man's penis off after catching him allegedly trying to rape teenager,2005,0
Soldier shot at war memorial in Canada,892,3
"Gill Rosenberg, former IDF soldier, possibly captured by ISIS while fighting with Kurds",1168,2
"Islamic State, in video titled ""A Message to America,"" beheads American journalist James Wright Foley who was kidnapped in 2012",1786,3
ISIS fighters 'have contracted Ebola': World Health Organisation investigating reports militants showed up at Iraqi hospital with lethal disease,93,3
ISIS Claims to Have Intercepted Supplies From U.S. Airdrop,545,3
Ottawa shooting: Slain soldier named as Nathan Cirillo while suspect identified as Michael Zehaf-Bibeau,2214,0
MCDONALD’S WILL STOP SERVING OVERWEIGHT CUSTOMERS BEGINNING 1/1/15,43,3
Heartwarming video shows son revealing he’s paid off parent’s mortgage as a Christmas gift,648,3
The next Apple Watch could be platinum,1415,3
"Reports: Jihadists Steal Commercial Jets, Raise 9/11 Fears",2162,2
New York City Plans to End Arrests for Possession of Small Amounts of Marijuana,2217,0
"Nigeria's missing girls 'to be released by Boko Haram', government aide claims",2530,2
"Hostage David Haines' Murder 'Evil', PM Says",1360,3
Report: Missing Libyan jetliners raise fears of suicide airliner attacks on 9/11,1489,3
Video: Marine survives Taliban sniper headshot thanks to helmet,2185,3
Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,2453,3
Mexico Says Students Not Among Dead in Mass Grave,2334,2
Who Is Michael Zehaf-Bibeau? Ottawa Shooter Suspect Identified By Canadian Officials ,2526,3
Watch moment TV weatherman is caught urinating in the bushes LIVE on camera,1240,3
"Seven High School Girls Get Pregnant On Five-Day School Trip, Parents Outraged",2170,0
iPhone Game Developer Quits Job By Hiding The Greatest Letter Of Resignation Ever Inside His Game,1439,0
Time Capsule from Paul Revere and Samuel Adams Discovered in Boston,851,3
Hope Fades for Girls' Release After Boko Haram 'Truce' Breached,459,3
Christian Bale won't play Steve Jobs,760,3
Magic mushrooms found in BUCKINGHAM PALACE by Alan Titchmarsh,1647,0
"Apple's New MacBook Will Be A Thinner, Cleaner, Faster 12-Inch MacBook Air",1730,2
Isis 'fed murdered kidnap victim to his own mother after she travelled to their headquarters and demanded to see him',1659,3
Catholic Priest Claims God Is Female After Clinically Dead Experience,2043,3
Isis militants claim to have killed US journalist James Foley,676,3
Seth Rogen To Play Steve Wozniak In Steve Jobs Biopic,1141,2
"Islamic State Training Pilots in Military Jets, Monitors Say",2342,3
Nationwide turkey recall? Ebola-infected birds? USDA debunks the hoax,513,3
Brian Williams Debunks Peeing Meteorologist Report On ‘NBC Nightly News': Video,2092,3
Al-Shabaab co-founder confirmed killed by US air strike in Somalia,1853,3
Did Kim Yo-Jong Take Kim Jong Un’s Role? North Korea Ill Health Rumors Are ‘Fabricated’,903,3
University Bans Word ‘Freshman’ Because It’s Sexist and Promotes Rape,2321,2
"Report: Apple Watch to start at $500 in stainless steel, thousands for gold model",648,3
Mexican students not among bodies found in mass graves,1670,3
"Everybody Relax, Banksy Wasn’t Arrested And Exposed As A 35-Year-Old Man",258,3
"Jeh Johnson: Politicians Shouldn't 'Feed The Flames Of Fear' Over ISIS, Ebola",1185,2
Islamic State Militants Claim to Have Beheaded US Journalist James Wright Foley,1589,2
